Incident_ID,Timestamp,Target_Department,Sender_Domain,Phishing_Type,Employee_Action
INC-2026-13782,2026-03-19 13:13,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13783,2026-02-10 7:51,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13784,2026-02-12 9:24,Sales,secure-bank-login.net,Malware Delivery,Clicked Link
INC-2026-13785,2026-01-20 4:46,HR,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13786,2026-01-26 13:48,IT,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-13787,2026-03-03 8:42,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13788,2026-03-11 8:55,HR,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13789,2026-03-16 17:27,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13790,2026-03-19 20:59,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13791,2026-01-20 9:27,HR,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13792,2026-02-09 16:14,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13793,2026-02-10 7:11,Operations,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13794,2026-02-26 4:27,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13795,2026-02-02 8:42,HR,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13796,2026-02-10 13:28,IT,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13797,2026-01-10 13:15,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-13798,2026-02-08 5:07,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13799,2026-01-09 8:29,HR,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-13800,2026-01-06 23:18,Sales,micros0ft-security.com,Malware Delivery,Clicked Link
INC-2026-13801,2026-01-13 11:44,Finance,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13802,2026-03-12 10:34,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13803,2026-01-05 23:57,Operations,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13804,2026-01-19 15:15,Sales,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-13805,2026-03-12 10:47,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13806,2026-02-01 0:22,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13807,2026-01-29 14:04,IT,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-13808,2026-03-19 12:47,IT,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-13809,2026-02-17 6:52,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13810,2026-01-11 16:29,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13811,2026-01-23 22:06,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13812,2026-02-28 6:45,Executive,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-13813,2026-03-02 5:31,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13814,2026-03-09 7:28,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13815,2026-03-21 15:44,Operations,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-13816,2026-03-13 14:42,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13817,2026-01-24 7:08,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13818,2026-03-26 1:03,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13819,2026-03-14 4:23,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13820,2026-03-10 5:38,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13821,2026-02-14 3:22,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13822,2026-02-11 19:52,Executive,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13823,2026-01-25 1:00,HR,invoice-processing.co,Malware Delivery,Ignored
INC-2026-13824,2026-01-29 0:24,IT,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-13825,2026-02-17 16:11,Operations,secure-bank-login.net,Malware Delivery,Deleted
INC-2026-13826,2026-02-15 19:09,Operations,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-13827,2026-02-13 15:34,HR,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-13828,2026-03-20 0:28,IT,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13829,2026-01-09 8:15,Finance,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-13830,2026-02-24 1:52,Executive,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-13831,2026-03-14 7:19,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13832,2026-03-30 17:24,IT,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13833,2026-03-05 22:56,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-13834,2026-03-10 8:21,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13835,2026-03-26 7:36,Operations,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-13836,2026-01-26 11:39,IT,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-13837,2026-03-31 19:32,Sales,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13838,2026-01-25 4:15,Finance,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-13839,2026-04-01 22:09,HR,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13840,2026-02-27 18:13,Finance,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-13841,2026-01-30 2:50,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13842,2026-02-04 21:34,Operations,invoice-processing.co,Credential Harvesting,Reported to IT
INC-2026-13843,2026-01-20 13:08,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-13844,2026-01-27 20:57,IT,secure-bank-login.net,Malware Delivery,Clicked Link
INC-2026-13845,2026-02-07 21:08,Operations,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-13846,2026-02-20 13:13,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-13847,2026-02-10 22:58,HR,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13848,2026-01-20 17:15,Operations,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13849,2026-03-05 12:45,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13850,2026-01-29 4:37,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13851,2026-03-10 18:23,Operations,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13852,2026-01-18 9:46,Sales,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-13853,2026-03-13 22:59,Operations,invoice-processing.co,Malware Delivery,Ignored
INC-2026-13854,2026-03-03 16:45,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13855,2026-02-15 2:40,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13856,2026-03-14 0:13,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13857,2026-04-01 10:03,HR,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13858,2026-03-24 0:06,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13859,2026-02-22 1:25,IT,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13860,2026-02-15 21:29,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13861,2026-01-26 21:54,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13862,2026-01-03 10:58,Finance,invoice-processing.co,Malware Delivery,Ignored
INC-2026-13863,2026-02-19 14:56,Operations,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13864,2026-03-11 5:17,Operations,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-13865,2026-03-29 9:47,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13866,2026-02-09 11:40,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13867,2026-01-10 6:51,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13868,2026-02-11 6:05,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13869,2026-03-07 4:44,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13870,2026-01-26 16:56,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13871,2026-03-24 1:46,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13872,2026-03-21 3:41,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13873,2026-02-12 8:49,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13874,2026-04-01 2:01,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-13875,2026-01-02 21:25,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13876,2026-01-20 15:53,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-13877,2026-02-17 5:32,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13878,2026-01-23 10:16,Operations,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-13879,2026-02-08 9:04,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13880,2026-01-25 0:52,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13881,2026-03-19 10:48,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13882,2026-01-29 4:28,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13883,2026-02-09 2:13,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13884,2026-01-21 23:09,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-13885,2026-02-05 7:37,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13886,2026-01-27 18:37,Operations,secure-bank-login.net,Credential Harvesting,Reported to IT
INC-2026-13887,2026-01-30 4:02,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-13888,2026-02-05 7:31,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13889,2026-01-13 17:26,HR,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13890,2026-01-21 8:31,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13891,2026-02-14 21:34,Sales,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13892,2026-01-25 20:50,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13893,2026-03-09 1:36,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13894,2026-01-04 18:12,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13895,2026-03-12 10:26,HR,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13896,2026-01-17 21:14,Finance,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-13897,2026-02-17 19:23,IT,invoice-processing.co,Malware Delivery,Ignored
INC-2026-13898,2026-04-01 5:43,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13899,2026-03-01 4:06,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13900,2026-01-23 16:20,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13901,2026-03-01 13:20,IT,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-13902,2026-01-20 22:09,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13903,2026-03-31 18:14,IT,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13904,2026-02-14 7:44,HR,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-13905,2026-01-10 20:32,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13906,2026-03-03 8:16,HR,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13907,2026-03-16 14:13,IT,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13908,2026-03-25 20:16,Operations,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-13909,2026-03-09 14:57,Finance,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13910,2026-01-02 9:23,Sales,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13911,2026-01-21 6:37,Sales,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-13912,2026-01-19 1:55,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13913,2026-02-21 19:18,Sales,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13914,2026-03-12 22:23,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13915,2026-01-03 17:38,HR,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13916,2026-01-30 8:04,HR,invoice-processing.co,Malware Delivery,Clicked Link
INC-2026-13917,2026-02-05 12:13,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13918,2026-01-11 15:19,Operations,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13919,2026-02-17 17:00,IT,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13920,2026-01-23 3:46,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13921,2026-01-02 12:00,Finance,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-13922,2026-01-25 13:06,Executive,secure-bank-login.net,BEC/Whaling,Clicked Link
INC-2026-13923,2026-01-23 11:26,HR,secure-bank-login.net,Malware Delivery,Deleted
INC-2026-13924,2026-02-04 4:03,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13925,2026-01-30 11:24,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13926,2026-02-07 19:28,Executive,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-13927,2026-03-04 13:01,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13928,2026-01-03 18:44,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13929,2026-01-22 0:06,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13930,2026-02-10 10:35,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13931,2026-02-18 11:59,Operations,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13932,2026-03-28 21:37,Finance,secure-bank-login.net,Urgent Invoice,Downloaded Attachment
INC-2026-13933,2026-03-28 6:58,Operations,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13934,2026-01-13 10:56,Operations,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-13935,2026-01-11 15:19,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13936,2026-02-17 21:36,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13937,2026-03-07 8:08,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13938,2026-03-22 1:21,HR,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13939,2026-02-26 5:29,Finance,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13940,2026-03-21 13:50,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13941,2026-03-23 22:34,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13942,2026-01-29 16:14,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13943,2026-01-21 4:43,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13944,2026-01-29 23:39,HR,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-13945,2026-01-09 19:17,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13946,2026-01-09 21:23,IT,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13947,2026-01-19 3:21,Executive,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-13948,2026-03-25 15:12,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13949,2026-01-11 13:45,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13950,2026-01-15 17:02,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13951,2026-01-22 5:14,IT,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13952,2026-02-28 8:22,HR,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13953,2026-03-20 19:35,IT,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13954,2026-01-10 23:55,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13955,2026-01-21 19:18,Operations,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13956,2026-02-28 18:35,HR,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-13957,2026-01-07 17:34,Finance,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13958,2026-03-14 18:33,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13959,2026-01-09 23:21,Sales,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13960,2026-02-04 5:19,Finance,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13961,2026-02-20 8:21,Executive,micros0ft-security.com,BEC/Whaling,Downloaded Attachment
INC-2026-13962,2026-02-23 5:18,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-13963,2026-01-23 18:52,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-13964,2026-01-09 22:44,HR,micros0ft-security.com,Malware Delivery,Clicked Link
INC-2026-13965,2026-03-06 22:08,Operations,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13966,2026-01-22 1:46,HR,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13967,2026-02-25 7:50,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13968,2026-03-07 9:44,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13969,2026-04-01 18:15,HR,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13970,2026-01-01 15:56,Operations,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13971,2026-02-26 9:44,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13972,2026-02-28 7:20,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13973,2026-01-30 23:32,Sales,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13974,2026-01-21 9:04,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-13975,2026-03-22 17:30,Operations,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13976,2026-01-16 20:45,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13977,2026-01-28 11:07,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13978,2026-01-12 9:38,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13979,2026-03-03 14:10,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13980,2026-03-01 11:40,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13981,2026-01-28 7:11,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-13982,2026-02-27 8:51,Finance,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13983,2026-01-04 7:49,IT,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13984,2026-02-28 11:54,Executive,micros0ft-security.com,BEC/Whaling,Downloaded Attachment
INC-2026-13985,2026-02-05 23:20,Sales,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13986,2026-03-31 5:08,Finance,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13987,2026-01-31 17:44,Finance,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-13988,2026-02-01 17:08,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13989,2026-01-01 0:39,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13990,2026-02-11 8:36,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13991,2026-02-15 12:38,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13992,2026-01-12 3:58,Finance,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13993,2026-03-29 9:25,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13994,2026-03-01 20:37,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13995,2026-01-03 18:24,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-13996,2026-01-25 10:37,Sales,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-13997,2026-02-05 11:28,HR,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13998,2026-03-28 9:56,Operations,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13999,2026-01-03 1:41,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-14000,2026-02-04 5:55,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-14001,2026-03-21 4:28,IT,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-14002,2026-01-21 20:08,Sales,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-14003,2026-03-04 8:08,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-14004,2026-01-06 21:51,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-14005,2026-03-27 5:24,Executive,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-14006,2026-01-05 1:57,HR,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-14007,2026-01-02 22:26,IT,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-14008,2026-01-23 5:48,HR,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-14009,2026-03-17 6:14,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-14010,2026-01-07 17:07,Sales,secure-bank-login.net,Malware Delivery,Clicked Link
INC-2026-14011,2026-03-17 12:36,IT,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-14012,2026-03-08 7:46,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-14013,2026-02-27 0:35,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-14014,2026-02-28 13:31,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-14015,2026-03-31 3:26,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-14016,2026-01-17 23:50,HR,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-14017,2026-01-31 22:24,HR,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-14018,2026-03-18 18:08,Sales,secure-bank-login.net,Malware Delivery,Reported to IT
INC-2026-14019,2026-03-23 0:37,Operations,invoice-processing.co,Malware Delivery,Deleted
INC-2026-14020,2026-03-01 20:49,IT,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-14021,2026-01-14 20:59,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-14022,2026-02-11 17:33,HR,invoice-processing.co,Malware Delivery,Deleted
INC-2026-14023,2026-03-05 18:38,IT,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-14024,2026-01-20 22:06,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-14025,2026-01-01 15:08,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-14026,2026-01-24 0:05,Finance,invoice-processing.co,Malware Delivery,Deleted
INC-2026-14027,2026-03-06 9:45,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-14028,2026-02-16 7:28,HR,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-14029,2026-01-26 1:00,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-14030,2026-02-16 4:25,Operations,hr-benefits-portal.org,Malware Delivery,Downloaded Attachment
INC-2026-14031,2026-01-12 23:44,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-14032,2026-03-24 12:15,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-14033,2026-01-20 6:04,IT,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-14034,2026-02-02 7:17,Finance,secure-bank-login.net,BEC/Whaling,Downloaded Attachment
INC-2026-14035,2026-01-28 4:20,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-14036,2026-03-29 23:48,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-14037,2026-01-27 1:43,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-14038,2026-01-09 2:15,Executive,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-14039,2026-03-12 6:36,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-14040,2026-03-28 3:27,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-14041,2026-02-23 16:09,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-14042,2026-02-24 20:32,HR,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-14043,2026-01-03 15:19,IT,micros0ft-security.com,Malware Delivery,Clicked Link
INC-2026-14044,2026-02-25 8:24,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-14045,2026-03-14 10:05,HR,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-14046,2026-01-28 9:32,IT,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-14047,2026-01-06 16:34,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-14048,2026-01-01 7:43,Finance,invoice-processing.co,Malware Delivery,Ignored
INC-2026-14049,2026-01-29 19:51,Executive,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-14050,2026-02-27 13:54,HR,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-14051,2026-01-30 11:50,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-14052,2026-03-18 4:39,Sales,hr-benefits-portal.org,Malware Delivery,Clicked Link
INC-2026-14053,2026-03-12 17:17,Operations,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-14054,2026-01-28 8:07,HR,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-14055,2026-02-21 18:32,IT,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-14056,2026-01-29 12:55,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-14057,2026-01-21 7:40,Executive,invoice-processing.co,BEC/Whaling,Downloaded Attachment
INC-2026-14058,2026-01-16 6:14,Sales,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-14059,2026-01-14 6:48,HR,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-14060,2026-03-12 0:12,Sales,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-14061,2026-03-11 3:41,HR,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-14062,2026-02-10 5:43,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-14063,2026-01-21 16:20,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-14064,2026-02-02 16:31,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-14065,2026-03-11 2:51,Executive,hr-benefits-portal.org,BEC/Whaling,Clicked Link
INC-2026-14066,2026-01-21 23:46,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-14067,2026-02-04 10:40,IT,hr-benefits-portal.org,Urgent Invoice,Reported to IT
